,0,59,19,137,(0 0),(6 0),(2 0),(0 1),(0 5),(7 1),(4 15),(0 14),(5 12),(5 9),(0 10),(6 4),(6 5),(5 5),(1 7),(8 6),(6 8),(0 7),(0 9),48.218
,0,59,19,137,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(0 10),(0 14),(0 7),(5 9),(4 15),(8 4),(6 5),(5 5),(5 12),(8 6),(6 8),(4 7),(4 9),29.865
,0,59,19,137,(0 0),(8 0),(2 0),(6 1),(1 5),(0 1),(4 15),(0 14),(1 7),(5 9),(0 10),(8 4),(6 5),(0 5),(5 12),(8 6),(6 8),(5 7),(0 9),30.667
,0,59,19,137,(0 0),(2 0),(3 0),(0 1),(0 5),(7 1),(0 10),(0 14),(1 7),(5 12),(4 15),(2 4),(7 5),(5 5),(5 9),(6 6),(6 8),(0 7),(0 9),30.479
,0,59,19,137,(0 0),(6 0),(2 0),(7 1),(1 5),(0 1),(4 15),(0 14),(1 7),(5 12),(0 10),(6 4),(7 5),(0 5),(5 9),(6 6),(6 8),(5 7),(0 9),29.036
,0,62,19,143,(4 0),(8 0),(0 0),(4 1),(4 5),(6 1),(0 11),(5 14),(5 11),(0 5),(0 15),(8 4),(1 8),(7 7),(3 8),(8 7),(4 7),(0 9),(0 8),29.132
,0,61,20,142,(0 0),(2 3),(0 14),(7 1),(2 1),(0 1),(4 12),(0 9),(3 3),(5 9),(4 16),(1 5),(7 5),(0 5),(1 6),(6 6),(6 8),(5 7),(4 9),32.807
,0,59,19,137,(0 0),(8 0),(2 0),(0 1),(0 5),(6 1),(4 15),(0 14),(5 12),(1 7),(0 10),(8 4),(7 5),(5 5),(5 9),(6 6),(6 8),(0 7),(0 9),30.959
,0,62,20,144,(0 0),(6 0),(2 0),(7 1),(4 10),(0 1),(4 12),(0 14),(1 5),(0 8),(4 16),(6 4),(5 7),(8 5),(0 11),(0 6),(5 6),(7 7),(4 8),31.496
,0,59,19,137,(0 0),(8 0),(2 0),(0 1),(0 5),(6 1),(4 15),(0 14),(5 9),(5 12),(0 10),(8 4),(6 5),(5 5),(1 7),(8 6),(6 8),(0 7),(0 9),32.411
,0,62,20,144,(1 0),(0 0),(3 0),(1 1),(0 9),(7 1),(0 11),(5 15),(1 5),(5 9),(0 15),(0 4),(7 5),(6 5),(5 12),(0 6),(1 8),(5 7),(0 8),34.137
,0,59,19,137,(0 0),(8 0),(2 0),(0 1),(0 5),(6 1),(4 15),(0 14),(5 12),(5 9),(0 10),(8 4),(5 5),(8 5),(1 7),(7 6),(5 8),(0 7),(0 9),31.966
,0,59,19,137,(0 0),(8 0),(2 0),(0 1),(0 5),(6 1),(4 15),(0 14),(5 12),(1 7),(0 10),(8 4),(6 5),(5 5),(5 9),(8 6),(6 8),(0 7),(0 9),31.039
,0,61,20,142,(4 0),(6 0),(0 0),(4 1),(4 5),(7 1),(0 16),(5 13),(5 10),(0 5),(0 12),(6 4),(5 7),(4 7),(0 9),(7 7),(1 8),(8 7),(0 8),36.648
,0,59,20,138,(0 0),(8 0),(2 0),(0 1),(0 5),(6 1),(0 14),(5 15),(0 7),(5 9),(0 10),(8 4),(6 5),(5 5),(5 12),(8 6),(6 8),(4 7),(4 9),35.452
,0,59,19,137,(4 0),(6 0),(0 0),(4 1),(0 5),(7 1),(4 15),(0 14),(1 7),(5 12),(0 10),(6 4),(7 5),(5 5),(5 9),(6 6),(6 8),(0 7),(0 9),34.787
,0,59,19,137,(4 0),(6 0),(0 0),(4 1),(0 5),(7 1),(0 10),(0 14),(1 7),(5 9),(4 15),(6 4),(7 5),(5 5),(5 12),(6 6),(6 8),(0 7),(0 9),33.578
,0,59,19,137,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(4 15),(0 14),(1 7),(5 9),(0 10),(8 4),(7 5),(5 5),(5 12),(6 6),(6 8),(0 7),(0 9),35.045
,0,61,20,142,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(0 10),(5 12),(5 9),(1 7),(0 14),(8 4),(7 5),(5 5),(5 17),(6 6),(6 8),(0 7),(0 9),33.291
,0,62,19,143,(0 0),(8 0),(2 0),(6 1),(4 5),(0 1),(0 15),(5 14),(1 8),(0 5),(0 11),(8 4),(5 8),(7 7),(5 11),(8 7),(4 7),(0 9),(0 8),35.515
,0,59,19,137,(4 0),(8 0),(0 0),(6 1),(0 5),(4 1),(4 15),(0 14),(1 7),(5 12),(0 10),(8 4),(7 5),(5 5),(5 9),(6 6),(6 8),(0 7),(0 9),34.846
,0,59,19,137,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(4 15),(0 14),(5 12),(1 7),(0 10),(8 4),(7 5),(5 5),(5 9),(6 6),(6 8),(0 7),(0 9),35.466
,0,69,20,158,(0 0),(8 5),(0 14),(7 1),(2 1),(0 1),(0 10),(5 8),(2 3),(5 13),(4 16),(6 4),(6 5),(0 5),(1 7),(5 6),(1 6),(4 14),(0 9),30.003
,0,59,19,137,(0 0),(6 0),(2 0),(7 1),(1 5),(0 1),(0 10),(0 14),(1 7),(5 9),(4 15),(6 4),(7 5),(0 5),(5 12),(6 6),(6 8),(5 7),(0 9),30.028
,0,59,19,137,(0 0),(8 0),(2 0),(0 1),(0 5),(6 1),(4 15),(0 14),(5 9),(1 7),(0 10),(8 4),(6 5),(5 5),(5 12),(8 6),(6 8),(0 7),(0 9),33.477
,0,59,19,137,(4 0),(6 0),(0 0),(4 1),(0 5),(7 1),(0 10),(0 14),(1 7),(5 9),(4 15),(6 4),(7 5),(5 5),(5 12),(6 6),(6 8),(0 7),(0 9),33.218
,0,59,19,137,(0 0),(4 0),(5 0),(0 1),(0 5),(2 1),(0 10),(0 14),(1 7),(5 12),(4 15),(4 4),(7 5),(5 5),(5 9),(6 6),(6 8),(0 7),(0 9),35.307
,0,59,20,138,(0 0),(5 0),(0 15),(6 1),(0 1),(4 3),(4 16),(0 10),(1 7),(0 3),(4 12),(8 4),(6 5),(8 5),(5 9),(0 6),(1 6),(5 7),(0 8),32.071
,0,59,19,137,(0 0),(8 0),(2 0),(0 1),(0 5),(6 1),(4 15),(0 14),(5 12),(1 7),(0 10),(8 4),(6 5),(5 5),(5 9),(8 6),(6 8),(0 7),(0 9),34.658
,0,62,20,144,(0 0),(5 0),(5 15),(6 1),(0 1),(7 5),(0 12),(1 7),(0 3),(5 12),(0 16),(8 4),(4 4),(6 5),(5 9),(0 6),(1 6),(5 7),(0 8),29.988
,0,59,19,137,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(0 10),(0 14),(5 12),(5 9),(4 15),(8 4),(6 5),(5 5),(1 7),(8 6),(6 8),(0 7),(0 9),35.564
,0,59,19,137,(0 0),(8 0),(2 0),(0 1),(1 5),(6 1),(0 10),(0 14),(1 7),(5 9),(4 15),(8 4),(6 5),(0 5),(5 12),(8 6),(6 8),(5 7),(0 9),31.92
,0,59,20,138,(0 0),(8 0),(2 0),(0 1),(1 5),(6 1),(0 14),(5 15),(5 9),(1 7),(0 10),(8 4),(7 5),(0 5),(5 12),(6 6),(6 8),(5 7),(0 9),33.652
,0,59,19,137,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(4 15),(0 14),(1 7),(5 9),(0 10),(8 4),(7 5),(5 5),(5 12),(6 6),(6 8),(0 7),(0 9),38.967
,0,59,19,137,(4 0),(6 0),(0 0),(4 1),(0 5),(7 1),(0 10),(0 14),(5 12),(5 9),(4 15),(6 4),(6 5),(5 5),(1 7),(8 6),(6 8),(0 7),(0 9),32.643
,0,59,20,138,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(0 14),(5 15),(5 9),(1 7),(0 10),(8 4),(7 5),(5 5),(5 12),(6 6),(6 8),(0 7),(0 9),34.275
,0,62,20,144,(4 0),(6 0),(0 0),(4 1),(0 10),(7 1),(0 16),(5 14),(5 11),(5 5),(0 12),(6 4),(1 7),(4 5),(5 8),(0 6),(1 6),(3 7),(0 8),33.038
,0,62,20,144,(4 0),(8 0),(0 0),(6 1),(1 5),(4 1),(0 15),(5 12),(5 17),(1 8),(0 11),(8 4),(6 5),(8 5),(5 9),(0 6),(1 7),(5 7),(0 8),33.942
,0,63,20,146,(0 0),(6 0),(2 0),(7 1),(1 5),(0 1),(0 16),(0 11),(4 13),(5 16),(4 9),(6 4),(7 5),(6 5),(0 8),(0 6),(1 7),(5 7),(4 8),0.321
,0,65,20,150,(5 0),(0 0),(1 0),(7 1),(4 5),(5 1),(0 9),(5 14),(0 17),(0 5),(0 13),(0 4),(6 7),(5 7),(5 11),(4 7),(1 8),(8 7),(0 8),0.324
,0,63,20,146,(4 0),(6 0),(0 0),(4 1),(0 5),(7 1),(0 12),(0 7),(4 9),(5 15),(0 16),(6 4),(7 5),(5 5),(5 12),(6 6),(6 8),(4 7),(8 9),0.39
,0,60,20,140,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(4 12),(0 13),(4 9),(0 7),(4 16),(8 4),(7 5),(5 5),(0 10),(6 6),(6 8),(8 9),(4 8),0.308
,0,60,20,140,(0 0),(0 1),(1 0),(7 1),(1 5),(5 1),(0 14),(5 15),(5 12),(5 9),(0 10),(0 4),(7 5),(0 5),(1 7),(6 6),(6 8),(5 7),(0 9),0.367
,0,62,20,144,(0 0),(6 0),(2 0),(0 1),(1 5),(7 1),(4 16),(0 14),(5 13),(5 10),(0 10),(6 4),(7 5),(6 5),(2 7),(0 6),(6 9),(1 7),(0 8),0.325
,0,73,20,166,(0 0),(0 13),(5 15),(7 1),(2 1),(0 1),(0 16),(5 10),(1 13),(2 3),(0 9),(6 4),(7 5),(6 5),(2 6),(0 6),(5 9),(1 7),(0 8),0.353
,0,61,20,142,(4 0),(6 0),(0 0),(4 1),(1 5),(7 1),(4 12),(0 13),(5 9),(1 7),(4 16),(6 4),(7 5),(0 5),(0 10),(6 6),(6 8),(4 10),(5 8),0.343
,0,63,20,146,(0 0),(2 0),(5 0),(0 1),(1 5),(3 1),(0 12),(1 7),(5 12),(5 15),(0 16),(2 4),(7 5),(0 5),(5 9),(6 6),(6 8),(5 7),(0 9),0.316
,0,68,20,156,(5 0),(0 0),(1 0),(5 1),(0 10),(7 1),(0 16),(0 5),(5 10),(5 13),(0 12),(0 4),(5 7),(4 5),(5 16),(8 6),(5 6),(7 7),(8 8),0.416
,0,60,20,140,(4 0),(8 0),(0 0),(6 1),(0 5),(4 1),(4 12),(0 14),(4 9),(0 11),(4 16),(8 4),(7 5),(5 5),(0 8),(6 6),(0 7),(4 7),(6 8),0.419
,0,63,20,146,(5 0),(0 0),(1 0),(5 1),(0 5),(7 1),(0 12),(1 7),(5 15),(5 9),(0 16),(0 4),(7 5),(5 5),(5 12),(6 6),(6 8),(0 7),(0 9),0.438
,0,63,20,146,(4 0),(8 0),(0 0),(4 1),(1 8),(6 1),(0 10),(0 14),(5 10),(2 5),(4 16),(8 4),(6 5),(0 5),(5 13),(1 6),(6 9),(8 7),(6 8),0.325
,0,70,20,160,(0 0),(8 5),(5 14),(7 1),(0 1),(5 1),(0 13),(5 9),(0 17),(1 10),(0 3),(5 5),(6 5),(0 9),(1 7),(5 6),(6 8),(0 7),(5 8),0.34
,0,65,20,150,(5 0),(0 0),(1 0),(5 1),(2 5),(7 1),(4 9),(0 15),(0 9),(4 17),(4 13),(0 4),(7 5),(1 5),(0 12),(0 6),(2 7),(5 7),(0 8),0.314
,0,61,20,142,(4 0),(8 0),(0 0),(6 1),(0 5),(4 1),(4 9),(0 14),(0 8),(4 13),(4 16),(8 4),(7 5),(6 5),(0 11),(5 6),(0 7),(4 7),(5 8),0.317
,0,62,19,143,(4 0),(6 0),(0 0),(4 1),(0 5),(7 1),(4 11),(0 14),(5 5),(0 11),(4 15),(6 4),(7 8),(0 7),(2 8),(6 8),(2 7),(1 7),(1 9),0.316
,0,64,20,148,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(0 12),(0 7),(4 9),(5 12),(0 16),(8 4),(6 5),(5 5),(5 15),(8 6),(6 8),(8 9),(4 8),0.354
,0,62,20,144,(4 0),(8 0),(0 0),(6 1),(0 9),(4 1),(0 11),(5 15),(3 5),(5 12),(0 15),(8 4),(7 5),(1 5),(5 9),(2 6),(2 8),(0 7),(5 8),0.303
,0,73,20,166,(0 0),(0 9),(5 15),(7 1),(3 5),(5 1),(0 1),(1 11),(5 9),(5 12),(0 16),(0 5),(1 5),(8 5),(1 8),(6 7),(3 7),(0 7),(5 8),0.329
,0,59,20,138,(4 0),(6 0),(0 0),(4 1),(0 5),(7 1),(4 12),(0 13),(0 7),(4 9),(4 16),(6 4),(7 5),(5 5),(0 10),(6 6),(6 8),(4 7),(8 9),0.308
,0,62,19,143,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(0 15),(5 14),(5 5),(5 11),(0 11),(8 4),(6 8),(0 7),(2 8),(1 9),(2 7),(1 7),(8 8),0.318
,0,62,19,143,(0 0),(6 0),(2 0),(0 1),(0 5),(7 1),(0 11),(5 14),(5 8),(5 5),(0 15),(6 4),(2 8),(4 7),(5 11),(0 7),(1 7),(0 9),(1 8),0.331
,0,62,20,144,(0 0),(6 3),(0 14),(0 1),(2 1),(7 1),(4 16),(0 9),(4 9),(2 3),(4 12),(0 5),(7 5),(1 5),(2 6),(0 6),(6 8),(8 9),(0 8),0.329
,0,62,20,144,(4 0),(8 0),(0 0),(6 1),(1 5),(4 1),(0 8),(5 15),(5 12),(0 16),(0 12),(8 4),(7 5),(6 5),(5 9),(0 6),(1 7),(5 7),(7 8),0.308
,0,59,19,137,(0 0),(8 0),(4 0),(0 1),(1 5),(2 1),(0 10),(0 14),(5 12),(5 9),(4 15),(8 4),(6 5),(0 5),(1 7),(8 6),(6 8),(5 7),(0 9),0.344
,0,59,20,138,(4 0),(6 0),(0 0),(4 1),(0 5),(7 1),(4 16),(0 13),(4 9),(0 10),(4 12),(6 4),(6 5),(5 5),(0 7),(8 6),(6 8),(4 7),(8 9),0.458
,0,72,20,164,(4 0),(8 0),(0 0),(6 1),(0 14),(4 1),(0 10),(1 5),(0 16),(5 13),(4 16),(8 4),(5 7),(8 5),(5 10),(7 7),(5 6),(0 7),(0 9),0.341
,0,64,20,148,(4 0),(6 0),(0 0),(7 1),(0 14),(4 1),(4 10),(5 14),(0 11),(0 5),(0 16),(6 4),(5 7),(8 5),(0 8),(4 6),(5 6),(7 7),(4 8),0.324
,0,59,20,138,(4 0),(8 0),(0 0),(6 1),(0 5),(4 1),(0 14),(5 15),(1 7),(5 9),(0 10),(8 4),(5 5),(8 5),(5 12),(7 6),(5 8),(0 7),(0 9),0.367
,0,59,20,138,(4 0),(8 0),(0 0),(6 1),(0 5),(4 1),(4 12),(0 13),(0 7),(4 9),(4 16),(8 4),(7 5),(5 5),(0 10),(6 6),(6 8),(4 7),(8 9),0.288
,0,62,19,143,(4 0),(8 0),(0 0),(4 1),(4 5),(6 1),(0 11),(5 14),(0 5),(5 11),(0 15),(8 4),(6 8),(8 7),(0 8),(5 8),(5 7),(4 7),(4 9),0.419
,0,63,20,146,(4 0),(6 0),(0 0),(4 1),(4 5),(7 1),(0 10),(0 14),(5 13),(5 10),(4 16),(6 4),(7 7),(0 5),(2 7),(6 7),(1 6),(1 7),(0 9),0.33
,0,65,20,150,(0 0),(6 0),(0 7),(4 1),(0 5),(7 1),(0 12),(5 15),(5 12),(0 2),(0 16),(6 4),(7 5),(5 5),(4 9),(6 6),(6 8),(4 7),(8 9),0.373
,0,64,20,148,(1 0),(0 0),(5 0),(3 1),(0 5),(1 1),(0 16),(0 7),(4 9),(5 12),(0 12),(0 4),(6 5),(5 5),(5 15),(8 6),(6 8),(8 9),(4 8),0.341
,0,59,20,138,(5 0),(0 0),(1 0),(5 1),(0 5),(7 1),(0 14),(5 15),(1 7),(5 9),(0 10),(0 4),(5 5),(8 5),(5 12),(7 6),(5 8),(0 7),(0 9),0.405
,0,61,20,142,(0 0),(8 0),(4 0),(0 1),(3 5),(2 1),(4 15),(0 15),(0 12),(4 12),(4 8),(8 4),(1 5),(0 5),(0 9),(8 6),(4 7),(3 7),(1 8),0.372
,0,62,19,143,(5 0),(0 0),(1 0),(5 1),(0 9),(7 1),(0 15),(5 14),(5 5),(0 5),(0 11),(0 4),(5 8),(4 5),(5 11),(7 8),(1 8),(8 8),(0 8),0.35
,0,63,20,146,(4 0),(8 0),(0 0),(6 1),(1 5),(4 1),(0 12),(1 7),(5 12),(5 9),(0 16),(8 4),(7 5),(0 5),(5 15),(6 6),(6 8),(5 7),(0 9),0.341
,0,62,20,144,(0 0),(8 0),(2 0),(0 1),(0 9),(6 1),(0 11),(0 15),(0 5),(5 12),(4 15),(8 4),(6 5),(4 5),(5 9),(8 6),(0 8),(5 7),(3 8),0.423
,0,59,19,137,(4 0),(6 0),(0 0),(7 1),(0 5),(4 1),(4 15),(0 14),(5 12),(5 9),(0 10),(6 4),(6 5),(5 5),(1 7),(8 6),(6 8),(0 7),(0 9),0.34
,0,59,20,138,(0 0),(8 0),(2 0),(0 1),(0 5),(6 1),(0 14),(5 15),(1 7),(5 9),(0 10),(8 4),(6 5),(5 5),(5 12),(8 6),(6 8),(0 7),(0 9),0.362
,0,62,19,143,(4 0),(8 0),(0 0),(6 1),(0 9),(4 1),(0 11),(5 14),(5 5),(0 5),(0 15),(8 4),(7 8),(4 5),(5 11),(6 8),(1 8),(5 8),(0 8),0.357
,0,59,19,137,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(0 10),(0 14),(5 9),(5 12),(4 15),(8 4),(7 5),(5 5),(0 7),(6 6),(6 8),(4 7),(4 9),0.293
,0,64,19,147,(4 0),(8 0),(0 0),(4 1),(4 5),(6 1),(4 15),(0 11),(0 8),(0 5),(4 11),(8 4),(6 8),(5 7),(0 16),(8 8),(6 7),(4 7),(4 9),0.325
,0,59,20,138,(0 0),(8 0),(2 0),(0 1),(0 5),(6 1),(0 14),(5 15),(1 7),(5 9),(0 10),(8 4),(7 5),(5 5),(5 12),(6 6),(6 8),(0 7),(0 9),0.4
,0,64,20,148,(4 0),(8 0),(0 0),(6 1),(0 13),(4 1),(0 9),(5 15),(0 5),(5 9),(0 15),(8 4),(6 5),(5 5),(5 12),(8 6),(1 8),(4 7),(0 8),0.326
,0,61,20,142,(0 0),(0 1),(1 0),(5 1),(0 5),(7 1),(4 12),(0 14),(0 11),(4 9),(4 16),(0 4),(6 5),(5 5),(0 8),(8 6),(0 7),(4 7),(6 8),0.337
,0,63,20,146,(0 0),(6 5),(0 15),(7 1),(0 1),(5 1),(4 12),(0 10),(4 9),(1 3),(4 16),(0 4),(7 5),(5 5),(0 7),(4 6),(0 6),(8 8),(4 8),0.369
,0,66,20,152,(0 0),(6 0),(2 0),(7 1),(0 9),(0 1),(0 11),(0 15),(5 10),(5 13),(4 16),(6 4),(5 7),(0 5),(1 6),(8 6),(5 6),(7 7),(8 8),0.316
,0,59,20,138,(0 0),(2 0),(3 0),(0 1),(0 5),(7 1),(0 14),(5 15),(5 12),(5 9),(0 10),(2 4),(6 5),(5 5),(1 7),(8 6),(6 8),(0 7),(0 9),0.321
,0,61,20,142,(0 0),(8 0),(4 0),(0 1),(3 5),(2 1),(4 8),(0 15),(0 9),(0 12),(4 15),(8 4),(1 5),(0 5),(4 12),(8 6),(4 7),(3 7),(1 8),0.333
,0,59,19,137,(0 0),(8 0),(2 0),(6 1),(0 5),(0 1),(0 10),(0 14),(5 9),(1 7),(4 15),(8 4),(6 5),(5 5),(5 12),(8 6),(6 8),(0 7),(0 9),0.318
,0,59,19,137,(0 0),(6 0),(2 0),(7 1),(0 5),(0 1),(0 10),(0 14),(1 7),(5 12),(4 15),(6 4),(7 5),(5 5),(5 9),(6 6),(6 8),(0 7),(0 9),0.4
,0,59,20,138,(0 0),(6 0),(2 0),(0 1),(1 5),(7 1),(0 10),(5 15),(5 12),(5 9),(0 14),(6 4),(6 5),(0 5),(1 7),(8 6),(6 8),(5 7),(0 9),0.339
,0,62,19,143,(4 0),(6 0),(0 0),(4 1),(1 9),(7 1),(4 15),(0 14),(0 5),(5 5),(4 11),(6 4),(6 8),(4 5),(0 11),(0 8),(1 8),(8 8),(5 8),0.307
,0,62,20,144,(0 0),(8 0),(2 0),(0 1),(0 9),(6 1),(0 15),(5 15),(3 5),(5 12),(0 11),(8 4),(7 5),(1 5),(5 9),(0 6),(3 8),(2 7),(0 8),0.422
,0,59,19,137,(4 0),(8 0),(0 0),(4 1),(0 5),(6 1),(0 10),(0 14),(1 7),(5 12),(4 15),(8 4),(6 5),(5 5),(5 9),(8 6),(6 8),(0 7),(0 9),0.379
,0,62,19,143,(4 0),(6 0),(0 0),(7 1),(4 5),(4 1),(0 15),(5 14),(0 5),(1 8),(0 11),(6 4),(5 8),(7 7),(5 11),(0 9),(4 7),(8 7),(0 8),0.307
,0,61,20,142,(0 0),(8 0),(2 0),(0 1),(4 5),(6 1),(0 16),(5 13),(0 9),(0 5),(0 12),(8 4),(7 7),(4 7),(5 10),(5 7),(1 8),(6 7),(0 8),0.4
,0,67,20,154,(0 0),(6 3),(0 15),(7 1),(2 1),(0 1),(4 16),(2 3),(5 10),(1 8),(0 11),(1 5),(6 7),(0 5),(5 13),(1 6),(6 6),(8 7),(5 8),0.348
,0,63,20,146,(0 0),(8 5),(0 14),(7 1),(0 1),(5 1),(4 12),(0 9),(4 9),(0 3),(4 16),(4 4),(5 5),(4 5),(0 6),(7 6),(6 8),(8 9),(5 8),0.313
,0,69,20,158,(0 0),(7 0),(5 15),(5 1),(0 1),(7 3),(0 16),(1 11),(5 9),(5 12),(0 3),(5 5),(5 6),(0 9),(1 8),(8 7),(1 7),(0 7),(7 8),0.39
,0,68,20,156,(0 0),(8 0),(4 0),(2 1),(4 10),(0 1),(4 12),(1 5),(0 13),(5 16),(0 16),(8 4),(5 7),(8 5),(0 10),(0 6),(5 6),(7 7),(0 8),0.339
,0,62,19,143,(0 0),(8 0),(2 0),(0 1),(0 9),(6 1),(0 11),(5 14),(0 5),(5 5),(0 15),(8 4),(6 8),(4 5),(5 11),(5 8),(1 8),(8 8),(0 8),0.321
,0,62,19,143,(4 0),(6 0),(0 0),(7 1),(4 5),(4 1),(0 11),(5 14),(0 5),(1 8),(0 15),(6 4),(5 8),(7 7),(5 11),(0 9),(4 7),(8 7),(0 8),0.383
,0,66,20,152,(4 0),(6 0),(0 0),(7 1),(0 10),(4 1),(0 12),(1 5),(5 9),(5 12),(0 16),(6 4),(7 5),(0 5),(5 15),(6 6),(6 8),(5 7),(0 9),0.343
,0,62,19,143,(4 0),(6 0),(0 0),(7 1),(3 9),(4 1),(0 15),(5 14),(5 5),(0 5),(0 11),(6 4),(0 8),(4 5),(5 11),(8 8),(5 8),(2 8),(3 8),0.32
,0,59,19,137,(4 0),(6 0),(0 0),(4 1),(0 5),(7 1),(0 10),(0 14),(5 12),(5 9),(4 15),(6 4),(7 5),(5 5),(1 7),(6 6),(6 8),(0 7),(0 9),0.327
,0,62,19,143,(4 0),(6 0),(0 0),(4 1),(0 9),(7 1),(0 11),(5 14),(0 5),(5 5),(0 15),(6 4),(7 8),(4 5),(5 11),(6 8),(1 8),(5 8),(0 8),0.365
,0,59,20,138,(4 0),(6 0),(0 0),(7 1),(0 5),(4 1),(0 10),(5 15),(5 9),(1 7),(0 14),(6 4),(7 5),(5 5),(5 12),(6 6),(6 8),(0 7),(0 9),0.361
,0,59,20,138,(0 0),(8 0),(2 0),(6 1),(0 5),(0 1),(4 12),(0 13),(0 7),(4 9),(4 16),(8 4),(6 5),(5 5),(0 10),(8 6),(6 8),(4 7),(8 9),0.328
,0,65,20,150,(0 0),(2 0),(3 0),(0 1),(0 14),(7 1),(4 10),(5 14),(0 5),(0 8),(0 16),(2 4),(4 5),(6 5),(0 11),(7 6),(4 9),(8 7),(4 8),0.381
,0,62,20,144,(0 0),(6 0),(2 0),(7 1),(0 9),(0 1),(0 11),(0 15),(0 5),(5 12),(4 15),(6 4),(6 5),(5 5),(5 9),(4 6),(1 8),(8 7),(0 8),0.337
,0,63,20,146,(0 0),(8 0),(2 0),(0 1),(0 5),(6 1),(0 16),(0 7),(4 9),(5 12),(0 12),(8 4),(7 5),(5 5),(5 15),(6 6),(6 8),(4 7),(8 9),0.347
,0,62,19,143,(0 0),(2 0),(3 0),(7 1),(0 5),(0 1),(0 11),(5 14),(5 5),(5 11),(0 15),(2 4),(7 8),(1 7),(2 8),(6 8),(2 7),(0 7),(0 9),0.359
