,1,32,19,183,(1 0),(0 0),(1 2),(5 2),(2 7),(-1 -1),(0 16),(2 6),(0 6),(0 12),(5 7),(0 10),(0 8),(5 8),(4 10),0.289
,0,63,20,146,(1 0),(0 0),(1 2),(5 2),(0 9),(0 10),(0 6),(3 9),(4 10),(0 14),(5 7),(4 12),(0 18),(5 14),(4 14),0.375
,1,33,20,186,(2 0),(1 0),(-1 -1),(0 2),(2 2),(0 13),(0 17),(3 5),(1 5),(0 7),(3 6),(4 6),(0 11),(5 8),(4 13),0.284
,1,31,18,180,(1 0),(0 0),(-1 -1),(5 2),(0 8),(1 2),(0 15),(3 8),(2 6),(0 11),(4 6),(0 6),(0 9),(5 9),(4 11),0.337
,0,63,20,146,(0 0),(4 0),(0 2),(5 2),(3 9),(0 14),(0 6),(0 9),(0 12),(2 10),(5 7),(0 10),(0 18),(5 14),(4 14),0.32
,0,68,20,156,(0 0),(4 0),(1 16),(5 2),(3 13),(0 2),(0 6),(0 13),(0 9),(2 9),(5 7),(0 11),(0 14),(5 14),(0 16),0.29
,1,31,18,180,(0 0),(5 0),(-1 -1),(0 2),(3 8),(1 2),(0 15),(0 8),(2 6),(0 11),(1 6),(4 6),(0 9),(5 9),(4 11),0.303
,1,30,18,178,(0 0),(5 0),(-1 -1),(0 2),(0 8),(1 2),(0 15),(3 6),(1 6),(0 11),(0 7),(3 7),(0 9),(5 8),(4 11),0.242
,1,32,19,183,(1 0),(0 0),(-1 -1),(1 2),(2 2),(2 3),(0 16),(2 9),(2 10),(0 12),(0 6),(0 9),(0 7),(5 8),(4 10),0.28
,0,65,20,150,(1 0),(0 0),(1 2),(5 2),(0 9),(0 10),(0 6),(3 9),(4 16),(0 16),(5 7),(4 18),(0 14),(5 10),(4 10),0.289
,1,31,19,181,(1 0),(0 0),(-1 -1),(5 2),(1 2),(1 3),(0 16),(2 7),(2 8),(1 10),(0 6),(0 7),(0 14),(5 8),(0 10),0.331
,0,63,20,146,(0 0),(4 0),(0 14),(5 2),(0 9),(0 2),(0 6),(3 9),(0 10),(2 10),(5 7),(0 12),(0 18),(5 14),(4 14),0.343
,0,63,20,146,(1 0),(0 0),(0 10),(5 2),(3 9),(1 2),(0 6),(0 9),(4 12),(0 14),(5 7),(4 10),(0 18),(5 14),(4 14),0.254
,0,63,20,146,(0 0),(4 0),(0 16),(5 2),(0 9),(0 2),(0 6),(3 9),(0 10),(2 10),(5 7),(0 12),(0 14),(5 14),(4 16),0.306
,0,68,20,156,(0 0),(4 0),(0 2),(5 2),(3 13),(0 14),(0 6),(0 13),(0 9),(2 9),(5 7),(0 11),(0 18),(5 14),(4 14),0.296
,0,63,20,146,(0 0),(4 0),(0 2),(5 2),(0 9),(1 16),(0 6),(3 9),(0 10),(2 10),(5 7),(0 12),(0 14),(5 14),(0 16),0.279
,1,33,20,186,(0 0),(5 0),(-1 -1),(0 2),(3 7),(1 2),(1 13),(3 6),(1 10),(0 16),(0 7),(1 6),(0 8),(5 8),(0 10),0.347
,1,32,20,184,(1 0),(0 0),(2 7),(5 2),(1 2),(-1 -1),(1 13),(0 5),(3 5),(1 16),(2 6),(0 6),(1 11),(0 8),(0 13),0.278
,1,30,18,178,(0 0),(4 0),(-1 -1),(5 2),(2 8),(0 2),(0 15),(0 6),(3 6),(0 11),(2 7),(0 7),(0 9),(5 8),(4 11),0.246
,1,32,19,183,(0 0),(4 0),(-1 -1),(5 2),(2 7),(0 2),(0 16),(2 6),(1 10),(1 12),(5 7),(0 6),(0 8),(5 8),(0 10),0.274
,0,69,20,158,(0 0),(4 0),(0 10),(5 9),(0 14),(0 2),(0 17),(3 14),(4 5),(0 6),(4 9),(4 7),(0 15),(5 15),(4 10),0.259
,0,69,20,158,(0 0),(4 0),(0 10),(4 9),(0 14),(0 2),(0 17),(3 14),(4 5),(0 6),(5 9),(4 7),(0 15),(5 15),(5 10),0.298
