,0,0,7,7,(2 0),(6 1),(0 2),(5 2),(0 3),(2 4),(0 5),0.28
,0,0,7,7,(3 0),(6 1),(0 2),(2 2),(0 3),(3 4),(0 5),0.667
,0,0,7,7,(3 0),(6 1),(0 2),(2 2),(0 3),(3 4),(0 5),0.249
,0,0,7,7,(2 0),(6 1),(0 2),(5 2),(0 3),(2 4),(0 5),0.299
,0,0,7,7,(0 0),(6 1),(4 2),(3 2),(4 3),(0 4),(0 5),0.238
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.402
,0,0,7,7,(1 0),(0 1),(4 2),(6 2),(4 3),(1 4),(1 5),0.298
,0,0,7,7,(3 0),(0 1),(1 2),(6 2),(1 3),(3 4),(1 5),0.515
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.287
,0,0,7,7,(1 0),(0 1),(4 2),(6 2),(4 3),(1 4),(1 5),0.225
,0,0,7,7,(3 0),(6 1),(1 2),(0 2),(1 3),(3 4),(0 5),0.27
,0,0,7,7,(3 0),(6 1),(0 2),(2 2),(0 3),(3 4),(0 5),0.291
,0,0,7,7,(3 0),(6 1),(0 2),(2 2),(0 3),(3 4),(0 5),0.249
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.28
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.267
,0,0,7,7,(1 0),(0 1),(4 2),(6 2),(4 3),(1 4),(1 5),0.279
,0,0,7,7,(3 0),(6 1),(0 2),(2 2),(0 3),(3 4),(0 5),0.49
,0,0,7,7,(4 0),(0 1),(1 2),(3 2),(1 3),(4 4),(1 5),0.277
,0,0,7,7,(3 0),(0 1),(1 2),(6 2),(1 3),(3 4),(1 5),0.283
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.394
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.442
,0,0,7,7,(2 0),(5 1),(0 2),(6 2),(0 3),(2 4),(0 5),0.276
,0,0,7,7,(0 0),(6 1),(3 2),(5 2),(3 3),(0 4),(0 5),0.305
,0,0,7,7,(3 0),(6 1),(0 2),(2 2),(0 3),(3 4),(0 5),0.324
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.313
,0,0,7,7,(2 0),(6 1),(0 2),(5 2),(0 3),(2 4),(0 5),0.287
,0,0,7,7,(0 0),(6 1),(4 2),(3 2),(4 3),(0 4),(0 5),0.271
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.267
,0,0,7,7,(2 0),(5 1),(0 2),(6 2),(0 3),(2 4),(0 5),0.332
,0,0,7,7,(4 0),(1 1),(2 2),(0 2),(2 3),(4 4),(2 5),0.319
,0,0,7,7,(1 0),(0 1),(4 2),(6 2),(4 3),(1 4),(1 5),0.339
,0,0,7,7,(4 0),(1 1),(2 2),(0 2),(2 3),(4 4),(2 5),0.28
,0,0,7,7,(2 0),(5 1),(0 2),(6 2),(0 3),(2 4),(0 5),0.341
,0,0,7,7,(3 0),(6 1),(0 2),(2 2),(0 3),(3 4),(0 5),0.293
,0,0,7,7,(2 0),(6 1),(0 2),(5 2),(0 3),(2 4),(0 5),0.37
,0,0,7,7,(2 0),(5 1),(0 2),(6 2),(0 3),(2 4),(0 5),0.309
,0,0,7,7,(0 0),(6 1),(4 2),(3 2),(4 3),(0 4),(0 5),0.293
,0,0,7,7,(3 0),(6 1),(1 2),(0 2),(1 3),(3 4),(0 5),0.268
,0,0,7,7,(1 0),(6 1),(4 2),(0 2),(4 3),(1 4),(0 5),0.283
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.019
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.022
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.018
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.019
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.026
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.02
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.027
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.019
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.025
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.017
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.022
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.017
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.041
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.019
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.018
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.017
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.019
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.01
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.025
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.014
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.02
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.025
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.02
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.019
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.02
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.016
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.026
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.018
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.011
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.015
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.013
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.017
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.022
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.012
,0,0,7,7,(0 0),(5 1),(3 2),(6 2),(3 3),(0 4),(0 5),0.021
