,1,68,24,260,(-1 -1),(5 0),(0 0),(0 5),(0 19),(5 11),(6 2),(0 16),(0 13),(6 4),(4 3),(0 10),(6 3),(5 5),(4 4),(4 6),(0 7),(0 9),(5 10),(4 8),0.327
,0,106,24,236,(0 0),(5 0),(0 5),(4 10),(3 19),(0 18),(6 2),(4 5),(0 15),(5 12),(6 3),(0 12),(7 3),(7 12),(5 4),(4 8),(0 10),(3 18),(5 8),(5 9),0.377
,1,69,22,260,(-1 -1),(0 4),(4 0),(0 1),(0 16),(5 8),(2 3),(4 13),(0 9),(5 16),(1 3),(2 5),(0 3),(1 4),(2 4),(7 6),(0 13),(0 12),(2 8),(0 8),0.41
,1,67,23,257,(-1 -1),(6 0),(0 13),(2 1),(0 18),(5 15),(0 2),(0 6),(0 10),(5 5),(5 3),(0 3),(7 3),(7 4),(5 4),(4 6),(4 13),(0 9),(5 11),(4 8),0.35
,0,104,24,232,(0 0),(7 0),(0 11),(4 14),(0 16),(5 16),(5 2),(4 11),(3 21),(6 5),(5 3),(0 5),(6 3),(5 4),(6 4),(5 9),(0 8),(0 10),(0 21),(4 8),0.432
,1,68,24,260,(-1 -1),(6 0),(2 0),(0 5),(0 19),(5 11),(0 2),(0 16),(0 13),(6 4),(0 3),(0 10),(1 3),(5 5),(0 4),(4 6),(0 7),(0 9),(5 10),(4 8),0.307
,0,117,24,258,(0 0),(5 0),(4 19),(0 22),(0 10),(5 14),(6 2),(0 19),(0 5),(6 3),(5 5),(0 16),(5 4),(7 9),(5 10),(5 6),(0 8),(0 15),(4 9),(4 8),0.343
,0,108,24,240,(0 0),(7 0),(0 19),(0 5),(0 11),(5 12),(5 2),(4 21),(0 16),(6 5),(6 3),(0 8),(5 3),(5 4),(6 4),(5 10),(4 19),(0 7),(5 17),(5 9),0.472
,0,99,24,222,(2 0),(7 0),(4 14),(0 5),(3 19),(0 19),(0 2),(0 16),(0 8),(5 5),(1 3),(3 11),(0 3),(7 4),(0 4),(0 12),(0 14),(0 7),(0 11),(7 9),0.358
,1,68,24,260,(-1 -1),(6 0),(0 0),(0 5),(0 19),(5 11),(4 2),(0 16),(0 10),(6 4),(5 3),(0 13),(4 3),(5 5),(4 4),(4 6),(0 7),(0 9),(5 10),(4 8),0.374
,1,69,24,262,(-1 -1),(7 0),(0 14),(2 1),(0 19),(5 11),(0 2),(4 16),(0 11),(6 5),(5 3),(0 3),(6 3),(5 4),(6 4),(4 8),(0 9),(0 7),(0 8),(3 8),0.418
,0,122,24,268,(0 0),(5 0),(0 11),(4 14),(0 5),(5 16),(6 2),(4 11),(0 16),(6 3),(5 4),(1 21),(5 5),(0 19),(5 9),(5 6),(1 19),(0 10),(5 10),(5 8),0.329
,1,71,23,265,(-1 -1),(7 0),(0 10),(2 1),(0 15),(5 13),(0 2),(4 10),(0 20),(0 3),(2 6),(2 3),(5 6),(7 4),(3 6),(6 6),(2 7),(0 9),(5 9),(6 8),0.327
,1,67,23,257,(-1 -1),(6 0),(4 13),(0 1),(3 18),(0 15),(4 2),(0 6),(0 10),(6 5),(7 3),(0 3),(5 3),(5 4),(6 4),(4 6),(0 13),(0 9),(5 11),(4 8),0.362
,1,70,22,262,(-1 -1),(7 6),(4 0),(0 1),(0 16),(5 11),(2 3),(0 4),(0 8),(5 16),(0 3),(0 11),(1 3),(5 5),(6 5),(6 6),(0 14),(0 7),(5 10),(6 8),0.352
,1,71,23,265,(-1 -1),(0 0),(3 13),(3 1),(2 18),(0 12),(1 2),(4 10),(2 3),(0 17),(1 3),(0 6),(7 3),(7 4),(0 4),(5 6),(0 10),(0 9),(5 9),(5 8),0.343
,1,74,24,272,(0 19),(6 0),(2 0),(0 5),(-1 -1),(5 9),(0 2),(0 16),(0 13),(5 14),(1 3),(0 10),(0 3),(7 4),(0 4),(5 6),(0 8),(0 7),(4 8),(4 9),0.37
,1,69,23,261,(-1 -1),(0 3),(4 0),(0 1),(0 18),(5 14),(1 3),(4 5),(0 12),(5 8),(3 3),(0 15),(1 5),(3 4),(1 4),(1 6),(0 10),(0 9),(0 8),(4 8),0.328
,1,71,23,265,(-1 -1),(0 0),(3 0),(0 5),(0 18),(5 14),(1 2),(0 12),(0 15),(5 5),(2 3),(0 9),(1 3),(7 4),(0 4),(7 9),(4 12),(0 7),(1 8),(0 8),0.387
,1,68,23,259,(-1 -1),(6 0),(0 0),(4 10),(0 18),(5 12),(4 2),(0 5),(0 12),(4 3),(7 5),(0 15),(7 3),(6 5),(6 4),(7 6),(0 10),(0 9),(1 8),(0 8),0.377
,1,68,21,257,(-1 -1),(4 0),(0 0),(0 5),(0 16),(5 15),(5 2),(4 4),(0 10),(5 9),(5 3),(0 13),(6 3),(7 9),(5 7),(7 7),(0 8),(0 7),(4 8),(4 9),0.339
,1,69,23,261,(-1 -1),(6 0),(0 13),(0 1),(0 18),(5 16),(4 2),(4 13),(0 10),(6 4),(7 3),(1 3),(0 3),(0 4),(2 6),(1 6),(2 7),(0 9),(5 10),(1 8),0.405
,1,67,23,257,(-1 -1),(7 0),(0 10),(2 1),(0 18),(5 14),(0 2),(4 11),(0 3),(6 4),(6 3),(0 15),(5 3),(5 4),(0 6),(4 6),(0 7),(0 9),(4 10),(4 8),0.367
,0,104,24,232,(2 0),(7 0),(4 19),(0 22),(0 14),(5 12),(0 2),(0 19),(0 5),(5 5),(1 3),(0 10),(0 3),(7 4),(0 4),(4 8),(0 8),(0 13),(5 11),(7 9),0.349
,0,98,24,220,(0 0),(7 0),(4 14),(0 5),(0 19),(5 19),(5 2),(0 16),(0 8),(5 5),(6 3),(0 11),(5 3),(7 4),(5 4),(7 10),(0 14),(0 7),(5 12),(7 9),0.38
,1,68,21,257,(-1 -1),(6 0),(0 0),(0 5),(0 16),(5 15),(4 2),(4 4),(0 10),(6 9),(5 3),(0 13),(4 3),(5 9),(5 7),(7 7),(0 8),(0 7),(4 8),(4 9),0.391
,1,70,21,261,(-1 -1),(7 10),(4 0),(0 1),(0 16),(5 16),(2 3),(0 4),(0 13),(5 10),(1 3),(0 10),(0 3),(7 5),(4 5),(5 6),(3 8),(0 7),(0 8),(0 9),0.337
,1,71,21,263,(2 0),(7 0),(0 13),(0 5),(-1 -1),(5 16),(0 2),(4 13),(0 10),(5 5),(0 3),(0 18),(1 3),(7 4),(0 4),(4 6),(0 7),(0 9),(5 11),(4 8),0.369
,0,101,24,226,(0 0),(5 0),(0 14),(4 14),(0 19),(5 19),(6 2),(4 16),(0 11),(6 5),(7 3),(0 5),(6 3),(5 8),(5 4),(5 6),(0 8),(0 10),(5 13),(4 8),0.39
,1,68,23,259,(0 18),(7 0),(0 13),(2 1),(-1 -1),(5 15),(0 2),(1 6),(0 3),(5 5),(5 3),(0 10),(6 3),(7 4),(5 4),(0 6),(4 13),(0 9),(5 11),(0 8),0.33
,1,69,22,260,(0 0),(7 0),(4 17),(0 5),(-1 -1),(0 10),(5 2),(0 17),(3 14),(6 5),(6 3),(3 11),(5 3),(5 4),(6 4),(4 6),(0 7),(0 9),(3 10),(4 8),0.385
,1,69,24,262,(-1 -1),(5 0),(0 0),(1 5),(0 19),(5 10),(6 2),(0 10),(0 16),(6 3),(0 5),(0 13),(4 3),(4 8),(4 4),(5 6),(0 8),(0 7),(5 9),(5 8),0.34
,0,103,24,230,(0 0),(5 0),(0 5),(4 5),(0 19),(5 17),(6 2),(4 7),(0 13),(5 11),(7 3),(0 16),(6 3),(7 12),(5 4),(0 11),(1 11),(3 10),(0 10),(7 11),0.331
,0,110,24,244,(0 0),(7 0),(0 5),(4 17),(3 19),(0 19),(5 2),(4 5),(0 11),(6 9),(5 3),(0 14),(6 3),(5 9),(5 4),(5 14),(0 17),(0 10),(4 8),(7 8),0.377
,1,64,23,251,(-1 -1),(7 4),(0 0),(4 1),(0 18),(5 11),(6 3),(0 5),(0 15),(5 5),(4 3),(0 12),(5 3),(4 4),(5 4),(7 8),(0 10),(0 9),(0 8),(3 8),0.349
