,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
