,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.219
,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.169
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.191
,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.257
,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.218
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.216
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.246
,0,8,6,22,(0 0),(0 4),(0 3),(0 5),(2 3),0.192
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.213
,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.235
,0,8,6,22,(0 0),(0 4),(0 3),(0 5),(2 3),0.31
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.227
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.237
,0,8,6,22,(0 0),(0 4),(0 3),(0 5),(2 3),0.231
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.218
,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.33
,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.228
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.238
,0,8,6,22,(0 0),(0 4),(0 3),(0 5),(2 3),0.203
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.229
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.216
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.24
,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.261
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.294
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.253
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.237
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.265
,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.245
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.262
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.246
,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.216
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.212
,0,8,6,22,(0 0),(0 4),(0 3),(0 5),(2 3),0.218
,0,8,6,22,(0 0),(0 4),(0 3),(0 5),(2 3),0.224
,0,8,6,22,(0 0),(4 3),(4 4),(0 5),(0 3),0.259
,0,8,6,22,(0 0),(0 4),(0 3),(0 5),(2 3),0.275
,0,8,6,22,(0 0),(4 4),(4 3),(0 5),(0 3),0.285
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.23
,0,8,6,22,(0 0),(0 3),(0 4),(0 5),(2 3),0.001
