,0,7,10,24,(8 0),(4 1),(0 1),(10 1),(4 3),(6 3),(7 6),(7 7),(0 8),(0 6),24.65
,0,7,10,24,(0 0),(4 1),(8 1),(2 1),(5 3),(4 3),(7 6),(7 7),(0 8),(0 6),28.131
,1,2,10,114,(10 0),(2 1),(-1 -1),(8 1),(0 2),(2 3),(3 4),(3 5),(0 8),(8 6),28.952
,1,2,10,114,(0 0),(2 1),(-1 -1),(7 1),(10 2),(9 3),(2 4),(0 5),(0 8),(5 6),26.898
,0,7,10,24,(0 0),(8 1),(4 1),(2 1),(10 3),(9 3),(0 6),(0 7),(5 8),(5 6),27.979
,1,2,10,114,(0 0),(2 1),(-1 -1),(7 1),(9 2),(11 3),(2 4),(0 5),(0 8),(5 6),26.673
,1,2,10,114,(2 0),(4 1),(-1 -1),(0 1),(10 2),(4 3),(5 4),(5 5),(0 8),(0 6),26.627
,0,7,10,24,(0 0),(8 1),(4 1),(2 1),(10 3),(9 3),(0 6),(0 7),(5 8),(5 6),25.261
,1,2,10,114,(0 0),(4 1),(-1 -1),(2 1),(10 2),(9 3),(4 4),(4 5),(0 8),(0 6),26.776
,0,7,10,24,(0 0),(4 1),(8 1),(2 1),(4 3),(6 3),(7 6),(7 7),(0 8),(0 6),27.403
,1,2,10,114,(7 0),(0 1),(-1 -1),(5 1),(9 2),(11 3),(0 4),(0 5),(0 8),(5 6),26.764
,1,2,10,114,(8 0),(0 1),(-1 -1),(6 1),(10 2),(0 3),(1 4),(1 5),(0 8),(6 6),24.633
,0,7,10,24,(8 0),(4 1),(0 1),(10 1),(4 3),(6 3),(7 6),(7 7),(0 8),(0 6),26.3
,0,7,10,24,(0 0),(8 1),(4 1),(2 1),(10 3),(9 3),(0 6),(0 7),(5 8),(5 6),45.897
,1,2,10,114,(7 0),(0 1),(-1 -1),(5 1),(10 2),(9 3),(0 4),(0 5),(0 8),(5 6),43.288
,1,2,10,114,(0 0),(2 1),(-1 -1),(7 1),(10 2),(9 3),(2 4),(0 5),(0 8),(5 6),44.926
,0,7,10,24,(8 0),(4 1),(0 1),(10 1),(4 3),(6 3),(7 6),(7 7),(0 8),(0 6),26.59
,0,9,10,28,(0 0),(2 1),(6 1),(10 1),(0 5),(2 3),(7 6),(7 7),(2 8),(3 6),26.852
,0,7,10,24,(2 0),(4 1),(8 1),(0 1),(5 3),(4 3),(7 6),(7 7),(0 8),(0 6),26.364
,1,2,10,114,(10 0),(0 1),(-1 -1),(8 1),(5 2),(7 3),(0 4),(0 5),(0 8),(8 6),25.736
,1,2,10,114,(0 0),(4 1),(-1 -1),(2 1),(10 2),(4 3),(5 4),(5 5),(0 8),(0 6),27.791
,1,2,10,114,(8 0),(3 1),(-1 -1),(1 1),(10 2),(0 3),(3 4),(5 5),(0 8),(1 6),28.608
