,1,12,16,140,(-1 -1),(1 2),(0 2),(4 11),(5 3),(8 5),(5 5),(1 6),(0 7),(4 8),(9 9),(0 8),0.387
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(1 5),(6 6),(0 7),(6 8),(0 8),(1 9),0.375
,0,42,16,100,(0 0),(0 10),(8 9),(5 2),(7 7),(8 12),(0 7),(0 14),(7 9),(3 7),(9 9),(4 10),0.392
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.341
,1,12,16,140,(-1 -1),(1 2),(0 2),(0 11),(5 3),(8 5),(5 5),(0 6),(4 7),(1 8),(0 8),(5 9),0.314
,0,45,16,106,(0 0),(0 12),(8 13),(5 2),(7 7),(8 9),(4 7),(0 10),(7 9),(0 7),(9 13),(4 10),0.53
,1,12,16,140,(-1 -1),(0 2),(7 2),(5 11),(4 3),(4 5),(6 5),(0 6),(9 7),(6 8),(4 9),(0 8),0.499
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(3 5),(0 5),(5 6),(9 7),(5 8),(9 8),(0 9),0.34
,0,40,16,96,(0 0),(0 12),(9 9),(5 2),(7 7),(8 12),(4 7),(0 10),(7 9),(0 7),(8 9),(4 10),0.505
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.386
,0,47,16,110,(0 0),(0 10),(8 13),(5 2),(7 7),(8 9),(0 7),(0 14),(7 9),(3 7),(9 13),(4 10),0.388
,0,40,16,96,(5 0),(6 12),(8 9),(0 2),(7 7),(4 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.48
,0,38,16,92,(5 0),(0 12),(9 7),(0 2),(3 10),(4 12),(0 9),(0 7),(3 9),(4 7),(8 7),(6 10),0.487
,1,12,16,140,(-1 -1),(6 2),(3 2),(5 11),(0 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.548
,0,47,16,110,(0 0),(0 7),(9 13),(5 2),(7 7),(8 9),(4 7),(0 11),(7 9),(0 13),(8 13),(4 10),0.45
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.471
,0,42,16,100,(0 0),(0 10),(9 9),(5 2),(7 7),(8 12),(0 7),(0 14),(7 9),(3 7),(8 9),(4 10),0.452
,0,43,16,102,(5 0),(0 7),(9 9),(0 2),(7 7),(8 12),(4 7),(0 14),(7 9),(0 11),(8 9),(4 10),0.506
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(4 6),(3 7),(4 8),(9 9),(0 8),0.517
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.577
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.614
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.444
,0,38,16,92,(5 0),(4 12),(8 7),(0 2),(7 10),(8 12),(4 9),(4 7),(7 9),(0 7),(9 7),(0 10),0.566
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(0 5),(6 6),(3 7),(6 8),(4 9),(0 8),0.515
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.49
,1,12,16,140,(-1 -1),(1 2),(0 2),(4 11),(5 3),(8 5),(5 5),(1 6),(0 7),(4 8),(9 9),(0 8),0.535
,0,40,16,96,(5 0),(4 12),(8 9),(0 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.55
,1,12,16,140,(-1 -1),(0 2),(4 2),(0 11),(5 3),(5 5),(7 5),(1 6),(0 7),(0 8),(4 8),(5 9),0.537
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.339
,1,12,16,140,(-1 -1),(5 2),(0 2),(4 11),(1 3),(3 5),(0 5),(5 6),(0 8),(5 8),(9 7),(0 9),0.345
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.31
,1,12,16,140,(-1 -1),(0 2),(4 2),(0 11),(5 3),(5 5),(7 5),(1 6),(7 8),(1 8),(0 7),(5 9),0.336
,0,38,16,92,(5 0),(6 12),(8 7),(0 2),(7 10),(4 12),(4 9),(4 7),(7 9),(0 7),(9 7),(0 10),0.344
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(7 5),(2 6),(6 7),(2 8),(0 9),(6 8),0.346
,0,42,16,100,(0 0),(4 10),(9 9),(5 2),(7 7),(8 12),(0 7),(4 14),(7 9),(3 7),(8 9),(0 10),0.274
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(1 5),(4 6),(0 7),(4 8),(9 9),(0 8),0.362
,0,54,16,124,(0 0),(4 7),(8 13),(5 2),(7 11),(8 7),(4 11),(4 14),(7 13),(0 7),(9 13),(0 10),0.318
,1,12,16,140,(-1 -1),(1 2),(0 2),(4 11),(5 3),(8 5),(5 5),(1 6),(0 7),(4 8),(9 9),(0 8),0.45
,1,12,16,140,(-1 -1),(0 2),(7 2),(5 11),(4 3),(4 5),(6 5),(0 6),(9 7),(6 8),(4 9),(0 8),0.358
,0,40,16,96,(5 0),(4 12),(9 9),(0 2),(7 7),(8 12),(0 7),(4 10),(7 9),(3 7),(8 9),(0 10),0.265
,0,42,16,100,(5 0),(0 7),(8 9),(0 2),(7 7),(8 12),(4 7),(0 11),(7 9),(0 13),(9 9),(4 10),0.287
,0,54,16,124,(5 0),(4 7),(5 13),(0 2),(4 11),(8 7),(7 11),(6 14),(6 13),(0 7),(4 13),(0 10),0.966
,1,12,16,140,(-1 -1),(0 2),(7 2),(0 11),(4 3),(4 5),(6 5),(0 6),(9 7),(0 8),(5 9),(6 8),0.308
,0,40,16,96,(0 0),(4 12),(8 9),(5 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.283
,1,12,16,140,(-1 -1),(0 2),(7 2),(5 11),(4 3),(4 5),(6 5),(0 6),(9 7),(6 8),(4 9),(0 8),0.341
,1,12,16,140,(-1 -1),(1 2),(0 2),(4 11),(5 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.265
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.304
,0,44,16,104,(0 0),(0 12),(8 13),(5 2),(7 7),(8 9),(4 7),(0 7),(7 9),(0 9),(9 13),(4 10),0.287
,1,12,16,140,(-1 -1),(0 2),(4 2),(0 11),(5 3),(5 5),(7 5),(1 6),(7 8),(1 8),(0 7),(5 9),0.305
,1,12,16,140,(-1 -1),(0 2),(7 2),(0 11),(4 3),(8 5),(5 5),(1 6),(5 8),(1 8),(0 7),(5 9),0.312
,1,12,16,140,(-1 -1),(5 2),(0 2),(1 11),(1 3),(0 5),(2 5),(5 6),(9 7),(2 8),(0 9),(6 8),0.308
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(3 5),(0 5),(5 6),(9 7),(5 8),(9 8),(0 9),0.318
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.287
,0,42,16,100,(5 0),(0 10),(8 9),(0 2),(7 7),(8 12),(4 7),(0 14),(7 9),(0 7),(9 9),(4 10),0.344
,1,12,16,140,(-1 -1),(4 2),(3 2),(0 11),(0 3),(8 5),(1 5),(4 6),(5 8),(1 8),(0 7),(5 9),0.388
,1,12,16,140,(-1 -1),(1 2),(0 2),(4 11),(5 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.358
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(7 5),(2 6),(6 7),(2 8),(0 9),(6 8),0.321
,1,12,16,140,(-1 -1),(4 2),(0 2),(4 11),(1 3),(8 5),(0 5),(4 6),(3 7),(4 8),(9 9),(0 8),0.376
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.342
,1,12,16,140,(-1 -1),(0 2),(4 2),(0 11),(5 3),(8 5),(5 5),(1 6),(1 8),(2 8),(0 7),(6 9),0.382
,1,12,16,140,(-1 -1),(1 2),(0 2),(0 11),(5 3),(8 5),(5 5),(1 6),(1 8),(2 8),(0 7),(6 9),0.338
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(1 5),(6 6),(1 8),(6 8),(0 7),(1 9),0.351
,1,12,16,140,(-1 -1),(0 2),(7 2),(0 11),(4 3),(5 5),(7 5),(0 6),(7 8),(0 8),(4 7),(5 9),0.344
,0,45,16,106,(5 0),(4 12),(8 13),(0 2),(7 7),(8 9),(4 7),(4 10),(7 9),(0 7),(9 13),(0 10),0.379
,0,38,16,92,(0 0),(4 12),(9 7),(5 2),(7 10),(8 12),(4 9),(4 7),(7 9),(0 7),(8 7),(0 10),0.388
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(3 5),(0 5),(5 6),(0 8),(5 8),(9 7),(0 9),0.33
,1,12,16,140,(-1 -1),(1 2),(0 2),(0 11),(5 3),(5 5),(7 5),(1 6),(7 8),(1 8),(0 7),(5 9),0.363
,1,12,16,140,(-1 -1),(1 2),(0 2),(4 11),(5 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.353
,1,12,16,140,(-1 -1),(0 2),(7 2),(5 11),(4 3),(4 5),(6 5),(0 6),(9 7),(6 8),(4 9),(0 8),0.366
,1,12,16,140,(-1 -1),(1 2),(0 2),(4 11),(5 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.381
,1,12,16,140,(-1 -1),(4 2),(0 2),(4 11),(1 3),(8 5),(1 5),(4 6),(0 7),(4 8),(9 9),(0 8),0.381
,0,40,16,96,(0 0),(4 12),(8 9),(5 2),(7 7),(8 12),(0 7),(4 10),(7 9),(3 7),(9 9),(0 10),0.37
,0,40,16,96,(5 0),(0 9),(8 9),(0 2),(7 7),(8 12),(4 7),(0 7),(7 9),(0 13),(9 9),(4 10),0.41
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.39
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(3 5),(0 5),(6 6),(0 8),(6 8),(5 7),(0 9),0.404
,1,12,16,140,(-1 -1),(0 2),(4 2),(5 11),(5 3),(4 5),(7 5),(0 6),(6 7),(6 8),(4 9),(0 8),0.407
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(3 5),(0 5),(5 6),(0 8),(5 8),(9 7),(0 9),0.351
,1,12,16,140,(-1 -1),(0 2),(4 2),(5 11),(5 3),(4 5),(6 5),(0 6),(9 7),(6 8),(0 8),(1 9),0.409
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(1 5),(4 6),(0 7),(4 8),(9 9),(0 8),0.385
,1,12,16,140,(-1 -1),(3 2),(7 2),(4 11),(0 3),(8 5),(0 5),(4 6),(3 7),(4 8),(9 9),(0 8),0.389
,1,12,16,140,(-1 -1),(3 2),(7 2),(1 11),(0 3),(0 5),(7 5),(3 6),(2 7),(2 8),(0 9),(6 8),0.404
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.398
,1,12,16,140,(-1 -1),(4 2),(0 2),(4 11),(1 3),(8 5),(1 5),(4 6),(0 7),(4 8),(9 9),(0 8),0.482
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.387
,1,12,16,140,(-1 -1),(3 2),(7 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.459
,0,39,16,94,(0 0),(0 12),(9 9),(5 2),(7 7),(8 12),(4 7),(0 7),(7 9),(0 9),(8 9),(4 10),0.476
,0,47,16,110,(0 0),(4 7),(8 7),(5 2),(7 14),(8 10),(4 13),(4 11),(7 13),(0 7),(9 7),(0 10),0.426
,1,12,16,140,(-1 -1),(0 2),(7 2),(0 11),(4 3),(8 5),(5 5),(1 6),(0 7),(0 8),(4 8),(5 9),0.437
,0,42,16,100,(5 0),(0 10),(9 9),(0 2),(7 7),(8 12),(4 7),(0 14),(7 9),(0 7),(8 9),(4 10),0.364
,1,12,16,140,(-1 -1),(4 2),(0 2),(4 11),(1 3),(8 5),(0 5),(4 6),(3 7),(4 8),(9 9),(0 8),0.465
,0,42,16,100,(5 0),(6 10),(4 9),(0 2),(4 7),(4 12),(7 7),(6 14),(6 9),(0 7),(5 9),(0 10),0.462
,1,12,16,140,(-1 -1),(4 2),(0 2),(4 11),(1 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.425
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(7 5),(3 6),(2 7),(2 8),(0 9),(6 8),0.68
,1,12,16,140,(-1 -1),(3 2),(0 2),(0 11),(7 3),(8 5),(0 5),(3 6),(7 7),(1 8),(0 8),(5 9),0.425
,1,12,16,140,(-1 -1),(3 2),(7 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.398
,0,47,16,110,(0 0),(0 7),(4 13),(5 2),(4 7),(4 9),(7 7),(0 11),(6 9),(0 13),(5 13),(6 10),0.347
,1,12,16,140,(-1 -1),(0 2),(7 2),(0 11),(4 3),(8 5),(5 5),(1 6),(5 8),(1 8),(0 7),(5 9),0.451
,0,40,16,96,(0 0),(4 12),(8 9),(5 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.367
,1,12,16,140,(-1 -1),(4 2),(0 2),(4 11),(1 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.4
,0,38,16,92,(5 0),(6 12),(9 7),(0 2),(7 10),(4 12),(4 9),(4 7),(7 9),(0 7),(8 7),(0 10),0.432
,0,40,16,96,(0 0),(4 12),(9 9),(5 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(8 9),(0 10),0.387
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.679
,1,12,16,140,(-1 -1),(1 2),(0 2),(0 11),(5 3),(5 5),(7 5),(0 6),(7 8),(0 8),(4 7),(5 9),0.436
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.562
,1,12,16,140,(-1 -1),(0 2),(4 2),(5 11),(5 3),(4 5),(6 5),(0 6),(9 7),(6 8),(4 9),(0 8),0.438
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(0 5),(2 5),(6 6),(2 8),(6 8),(5 7),(0 9),0.364
,0,42,16,100,(0 0),(6 7),(5 9),(5 2),(3 7),(4 12),(0 7),(6 11),(3 9),(6 13),(4 9),(0 10),0.437
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(6 5),(2 6),(9 7),(2 8),(0 9),(6 8),0.429
,0,43,16,102,(0 0),(6 7),(1 9),(5 2),(0 7),(0 12),(3 7),(6 14),(2 9),(6 11),(0 9),(2 10),0.489
,0,40,16,96,(0 0),(0 12),(9 9),(5 2),(7 7),(8 12),(4 7),(0 10),(7 9),(0 7),(8 9),(4 10),0.596
,1,12,16,140,(-1 -1),(0 2),(4 2),(5 11),(5 3),(4 5),(6 5),(0 6),(9 7),(6 8),(4 9),(0 8),0.407
,0,40,16,96,(0 0),(6 12),(8 9),(5 2),(7 7),(4 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.409
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.464
,0,40,16,96,(0 0),(4 12),(9 9),(5 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(8 9),(0 10),0.44
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.374
,1,12,16,140,(-1 -1),(0 2),(7 2),(0 11),(4 3),(5 5),(7 5),(1 6),(7 8),(1 8),(0 7),(5 9),0.438
,1,12,16,140,(-1 -1),(4 2),(0 2),(0 11),(1 3),(8 5),(1 5),(4 6),(5 8),(1 8),(0 7),(5 9),0.362
,1,12,16,140,(-1 -1),(0 2),(4 2),(0 11),(5 3),(8 5),(5 5),(1 6),(5 8),(1 8),(0 7),(5 9),0.518
,1,12,16,140,(-1 -1),(0 2),(7 2),(5 11),(4 3),(4 5),(6 5),(0 6),(9 7),(6 8),(4 9),(0 8),0.432
,0,42,16,100,(0 0),(0 10),(9 9),(5 2),(7 7),(8 12),(4 7),(0 14),(7 9),(0 7),(8 9),(4 10),0.434
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.407
,0,43,16,102,(0 0),(0 7),(9 9),(5 2),(7 7),(8 12),(4 7),(0 14),(7 9),(0 11),(8 9),(4 10),0.508
,1,12,16,140,(-1 -1),(6 2),(3 2),(5 11),(0 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.465
,1,12,16,140,(-1 -1),(0 2),(7 2),(5 11),(4 3),(4 5),(7 5),(0 6),(6 7),(6 8),(4 9),(0 8),0.458
,1,12,16,140,(-1 -1),(6 2),(3 2),(0 11),(0 3),(4 5),(1 5),(6 6),(0 7),(0 8),(5 9),(6 8),0.467
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.404
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.374
,0,38,16,92,(5 0),(2 12),(8 7),(0 2),(3 10),(0 12),(0 9),(0 7),(3 9),(4 7),(9 7),(6 10),0.434
,1,12,16,140,(-1 -1),(6 2),(3 2),(5 11),(0 3),(4 5),(0 5),(6 6),(3 7),(6 8),(4 9),(0 8),0.735
,1,12,16,140,(-1 -1),(5 2),(0 2),(1 11),(1 3),(0 5),(2 5),(6 6),(5 7),(2 8),(0 9),(6 8),0.533
,1,12,16,140,(-1 -1),(3 2),(7 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.466
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.413
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.358
,0,40,16,96,(0 0),(0 12),(8 9),(5 2),(7 7),(8 12),(4 7),(0 10),(7 9),(0 7),(9 9),(4 10),0.737
,1,12,16,140,(-1 -1),(4 2),(3 2),(0 11),(0 3),(8 5),(1 5),(4 6),(1 8),(2 8),(0 7),(6 9),0.698
,0,40,16,96,(0 0),(6 12),(9 9),(5 2),(7 7),(4 12),(0 7),(4 10),(7 9),(3 7),(8 9),(0 10),0.384
,0,42,16,100,(0 0),(4 10),(8 9),(5 2),(7 7),(8 12),(4 7),(4 14),(7 9),(0 7),(9 9),(0 10),0.403
,0,39,16,94,(5 0),(0 12),(9 9),(0 2),(7 7),(8 12),(4 7),(0 7),(7 9),(0 9),(8 9),(4 10),0.383
,0,40,16,96,(0 0),(4 12),(8 9),(5 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.426
,0,38,16,92,(5 0),(0 12),(9 7),(0 2),(3 10),(4 12),(0 9),(0 7),(3 9),(4 7),(8 7),(6 10),0.4
,0,42,16,100,(0 0),(0 7),(9 9),(5 2),(7 7),(8 12),(4 7),(0 11),(7 9),(0 13),(8 9),(4 10),0.651
,0,42,16,100,(5 0),(0 10),(9 9),(0 2),(7 7),(8 12),(0 7),(0 14),(7 9),(3 7),(8 9),(4 10),0.396
,1,12,16,140,(-1 -1),(4 2),(0 2),(0 11),(1 3),(8 5),(1 5),(4 6),(0 7),(0 8),(4 8),(5 9),0.429
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.435
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(3 5),(0 5),(6 6),(0 8),(6 8),(5 7),(0 9),0.454
,1,12,16,140,(-1 -1),(4 2),(0 2),(4 11),(1 3),(8 5),(1 5),(4 6),(0 7),(4 8),(9 9),(0 8),0.938
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(5 5),(1 6),(0 7),(4 8),(9 9),(0 8),0.413
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.459
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.411
,1,12,16,140,(-1 -1),(5 2),(0 2),(4 11),(1 3),(3 5),(0 5),(5 6),(9 7),(5 8),(9 8),(0 9),0.426
,0,42,16,100,(5 0),(0 7),(8 9),(0 2),(7 7),(8 12),(4 7),(0 11),(7 9),(0 13),(9 9),(4 10),0.429
,1,12,16,140,(-1 -1),(3 2),(7 2),(1 11),(0 3),(0 5),(7 5),(2 6),(6 7),(2 8),(0 9),(6 8),0.434
,1,12,16,140,(-1 -1),(0 2),(4 2),(5 11),(5 3),(4 5),(6 5),(0 6),(9 7),(6 8),(4 9),(0 8),0.431
,0,40,16,96,(0 0),(6 12),(8 9),(5 2),(7 7),(4 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.531
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.51
,1,12,16,140,(-1 -1),(6 2),(3 2),(5 11),(0 3),(4 5),(0 5),(6 6),(3 7),(6 8),(4 9),(0 8),0.43
,0,40,16,96,(5 0),(4 12),(8 9),(0 2),(7 7),(8 12),(0 7),(4 10),(7 9),(3 7),(9 9),(0 10),0.422
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(6 5),(2 6),(9 7),(2 8),(0 9),(6 8),0.468
,1,12,16,140,(-1 -1),(3 2),(7 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.494
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.49
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(0 5),(2 5),(6 6),(2 8),(6 8),(5 7),(0 9),0.405
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(3 5),(0 5),(5 6),(9 7),(5 8),(9 8),(0 9),0.425
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.426
,0,38,16,92,(0 0),(0 12),(8 7),(5 2),(3 10),(4 12),(0 9),(0 7),(3 9),(4 7),(9 7),(6 10),0.42
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(7 5),(3 6),(2 7),(2 8),(0 9),(6 8),0.503
,0,40,16,96,(0 0),(6 12),(8 9),(5 2),(7 7),(4 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.45
,0,39,16,94,(0 0),(6 12),(1 9),(5 2),(0 7),(0 12),(3 7),(6 7),(2 9),(6 9),(0 9),(2 10),0.578
,1,12,16,140,(-1 -1),(3 2),(7 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.935
,1,12,16,140,(-1 -1),(1 2),(0 2),(4 11),(5 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.541
,0,42,16,100,(0 0),(4 10),(8 9),(5 2),(7 7),(8 12),(4 7),(4 14),(7 9),(0 7),(9 9),(0 10),0.529
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.415
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.676
,0,45,16,106,(0 0),(4 12),(8 13),(5 2),(7 7),(8 9),(0 7),(4 10),(7 9),(3 7),(9 13),(0 10),0.526
,1,12,16,140,(-1 -1),(1 2),(0 2),(4 11),(5 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.419
,0,38,16,92,(5 0),(4 12),(9 7),(0 2),(7 10),(8 12),(4 9),(4 7),(7 9),(0 7),(8 7),(0 10),0.428
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.49
,0,40,16,96,(0 0),(0 9),(9 9),(5 2),(7 7),(8 12),(4 7),(0 7),(7 9),(0 13),(8 9),(4 10),0.409
,1,12,16,140,(-1 -1),(3 2),(0 2),(0 11),(7 3),(7 5),(0 5),(3 6),(9 7),(0 8),(4 8),(5 9),0.395
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.429
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.5
,1,12,16,140,(-1 -1),(5 2),(0 2),(1 11),(1 3),(0 5),(2 5),(5 6),(9 7),(2 8),(0 9),(6 8),0.414
,0,40,16,96,(5 0),(6 12),(8 9),(0 2),(7 7),(4 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.398
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.485
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.403
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.397
,0,42,16,100,(5 0),(6 10),(5 9),(0 2),(4 7),(4 12),(7 7),(6 14),(6 9),(0 7),(4 9),(0 10),0.534
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(7 5),(2 6),(6 7),(2 8),(0 9),(6 8),0.481
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(5 5),(1 6),(0 7),(4 8),(9 9),(0 8),0.473
