,1,10,9,129,(9 0),(3 4),(8 1),(4 0),(0 0),(4 1),(0 4),(-1 -1),(4 2),(6 2),(10 5),(8 5),(5 7),(9 7),0.272
,1,8,10,126,(4 1),(10 0),(6 0),(0 0),(-1 -1),(0 1),(9 5),(4 4),(4 2),(2 2),(0 3),(0 5),(3 8),(0 7),0.349
,1,9,10,128,(0 0),(2 0),(-1 -1),(4 0),(4 1),(8 1),(5 5),(0 5),(0 2),(8 2),(10 3),(10 5),(8 7),(8 8),0.283
,1,9,10,128,(2 0),(0 0),(6 1),(4 0),(-1 -1),(2 1),(9 5),(4 5),(10 2),(2 2),(4 3),(0 5),(0 7),(0 8),0.26
,1,8,10,126,(4 1),(10 0),(6 0),(0 0),(-1 -1),(0 1),(4 4),(7 5),(4 2),(0 2),(2 3),(2 5),(0 7),(0 8),0.273
,1,9,10,128,(0 0),(10 1),(2 0),(6 0),(-1 -1),(6 1),(4 4),(7 6),(6 2),(8 2),(0 3),(0 5),(0 7),(0 8),0.263
,1,12,10,134,(0 0),(0 1),(2 0),(6 0),(7 6),(6 1),(-1 -1),(2 4),(6 2),(8 2),(10 3),(0 6),(0 8),(4 8),0.284
,1,8,10,126,(4 1),(10 0),(-1 -1),(0 0),(6 0),(0 1),(4 4),(7 5),(4 2),(0 2),(2 3),(2 5),(0 7),(0 8),0.276
,1,8,10,126,(6 1),(0 0),(8 0),(2 0),(-1 -1),(2 1),(9 4),(4 5),(4 2),(2 2),(6 3),(0 5),(0 7),(0 8),0.256
,1,10,10,130,(9 0),(8 2),(0 0),(4 0),(4 1),(8 1),(3 5),(-1 -1),(10 2),(10 4),(0 4),(6 5),(6 7),(0 7),0.28
,1,8,10,126,(4 1),(10 0),(6 0),(0 0),(-1 -1),(0 1),(4 4),(7 5),(4 2),(0 2),(2 3),(2 5),(0 7),(0 8),0.256
,1,8,10,126,(6 1),(4 0),(0 0),(6 0),(-1 -1),(8 1),(0 4),(3 5),(10 2),(8 2),(6 3),(10 5),(8 7),(8 8),0.276
,1,9,10,128,(0 0),(4 0),(-1 -1),(6 0),(8 1),(0 1),(9 5),(4 5),(2 2),(0 2),(6 3),(2 5),(0 7),(0 8),0.269
,1,8,10,126,(0 1),(6 0),(-1 -1),(0 0),(8 0),(2 1),(9 4),(4 5),(4 2),(2 2),(0 3),(0 5),(0 7),(0 8),0.286
,1,8,10,126,(6 1),(4 0),(0 0),(6 0),(-1 -1),(8 1),(0 4),(3 5),(6 2),(8 2),(10 3),(10 5),(8 7),(8 8),0.3
